message,intent
We need milk powder and diapers for 16 babies at the Kolonnawa camp.,Supply
BREAKING: Water levels in Kelani River (Kegalle) have reached 9.1 meters. Warning!,Utility
We need blankets and clothes for the children at the Badulla school.,Supply
We need blankets and clothes for the children at the Wattala school.,Supply
Emergency: Kelaniya area flooded. People stranded on top of a van.,Rescue
SOS: 12 people trapped on a roof in Kandy. Water rising fast.,Rescue
Donation needed: 13 packets of rice and curry for lunch in Nuwara Eliya.,Supply
Warning: Dengue risk is high in Colombo due to stagnant water.,Medical
Is the highway open? I need to get to the airport from Wellampitiya.,Utility
River overflow in Wellampitiya. Level 7.0m. Critical warning issued.,Utility
Requesting 500 liters of drinking water for the shelter in Colombo.,Supply
The government has allocated relief funds for the Matara district.,Other
Need ambulance to Ja-Ela for an elderly person with chest pain.,Medical
Just arrived at the shelter in Kegalle. It's crowded but safe.,Other
Emergency: Wattala area flooded. People stranded on top of a van.,Rescue
Gampaha hospital is requesting urgent medicine for 20 patients.,Medical
Warning: Dengue risk is high in Badulla due to stagnant water.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
Please pray for Sri Lanka. Stay safe everyone.,Other
Requesting 500 liters of drinking water for the shelter in Wattala.,Supply
Boat capsized in Kolonnawa. 10 people in the water. Need help!,Rescue
Just saw on news that Matara town is flooded. Hope everyone is safe.,Other
My dog is missing in Ratnapura. Has anyone seen him?,Other
We are trapped in the attic in Kandy. 10 kids. Water is entering.,Rescue
Help! My grandmother is bedridden and the water is knee deep. Location: Badulla.,Medical
Just arrived at the shelter in Ja-Ela. It's crowded but safe.,Other
Road block at the entrance to the highway in Gampaha. Avoid the area.,Utility
Just saw on news that Ja-Ela town is flooded. Hope everyone is safe.,Other
Boat capsized in Ratnapura. 14 people in the water. Need help!,Rescue
Donation drive happening at the town hall in Kolonnawa tomorrow.,Other
My grandmother is stuck in a tree in Colombo (immediate danger).,Rescue
Emergency: Tree fell on a house in Wellampitiya. 2 injured.,Medical
Need ambulance to Kelaniya for an elderly person with chest pain.,Medical
Update: Galle Road road cleared near Wattala. Traffic moving slowly.,Utility
We need blankets and clothes for the children at the Kandy school.,Supply
Does anyone have extra dry rations for the camp in Wellampitiya?,Supply
Help! My grandmother is bedridden and the water is knee deep. Location: Wellampitiya.,Medical
Please pray for Sri Lanka. Stay safe everyone.,Other
Warning: Dengue risk is high in Wellampitiya due to stagnant water.,Medical
Rescue needed: Pregnant woman in labor at Ja-Ela. Cannot reach hospital.,Medical
River overflow in Colombo. Level 11.1m. Critical warning issued.,Utility
SOS: 19 people trapped on a roof in Kandy. Water rising fast.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
BREAKING: Water levels in Kelani River (Kegalle) have reached 7.4 meters. Warning!,Utility
Is the highway open? I need to get to the airport from Kelaniya.,Utility
Road block at the entrance to the highway in Kandy. Avoid the area.,Utility
Is the highway open? I need to get to the airport from Ja-Ela.,Utility
Is the highway open? I need to get to the airport from Wattala.,Utility
Donation needed: 13 packets of rice and curry for lunch in Kandy.,Supply
Warning: Dengue risk is high in Kandy due to stagnant water.,Medical
Emergency: Tree fell on a house in Ratnapura. 18 injured.,Medical
I lost my ID card in the flood in Matara. What should I do?,Other
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Does anyone have extra dry rations for the camp in Wattala?,Supply
Rescue needed: Pregnant woman in labor at Gampaha. Cannot reach hospital.,Medical
Helicopter rescue needed for a group of hikers in Kandy.,Rescue
Emergency: Kelaniya area flooded. People stranded on top of a van.,Rescue
Update: Galle Road road cleared near Badulla. Traffic moving slowly.,Utility
Requesting 500 liters of drinking water for the shelter in Nuwara Eliya.,Supply
Does anyone have extra dry rations for the camp in Ja-Ela?,Supply
Donation needed: 20 packets of rice and curry for lunch in Kegalle.,Supply
The government has allocated relief funds for the Colombo district.,Other
Help! My grandfather is bedridden and the water is knee deep. Location: Colombo.,Medical
Donation needed: 16 packets of rice and curry for lunch in Gampaha.,Supply
Does anyone have extra dry rations for the camp in Wellampitiya?,Supply
Emergency: Tree fell on a house in Wattala. 4 injured.,Medical
Rescue needed: Pregnant woman in labor at Gampaha. Cannot reach hospital.,Medical
Donation needed: 17 packets of rice and curry for lunch in Wellampitiya.,Supply
Helicopter rescue needed for a group of hikers in Kelaniya.,Rescue
I lost my ID card in the flood in Matara. What should I do?,Other
Road block at the entrance to the highway in Ja-Ela. Avoid the area.,Utility
Need ambulance to Wattala for an elderly person with chest pain.,Medical
BREAKING: Water levels in Nilwala River (Wattala) have reached 8.9 meters. Warning!,Utility
Emergency: Kolonnawa area flooded. People stranded on top of a van.,Rescue
My dog is missing in Kandy. Has anyone seen him?,Other
The government has allocated relief funds for the Badulla district.,Other
Donation needed: 10 packets of rice and curry for lunch in Gampaha.,Supply
Road block at the entrance to the highway in Gampaha. Avoid the area.,Utility
Boat capsized in Kandy. 7 people in the water. Need help!,Rescue
We are trapped in the attic in Badulla. 9 kids. Water is entering.,Rescue
Warning: Dengue risk is high in Ratnapura due to stagnant water.,Medical
Warning: Dengue risk is high in Ja-Ela due to stagnant water.,Medical
Requesting 500 liters of drinking water for the shelter in Colombo.,Supply
Warning: Dengue risk is high in Gampaha due to stagnant water.,Medical
URGENT: Landslide in Kelaniya. 17 houses buried. Need rescue team immediately.,Rescue
Donation needed: 12 packets of rice and curry for lunch in Wattala.,Supply
SOS: 8 people stranded on a rock in Kelani River. Water rising rapidly.,Rescue
Update: Kandy Road road cleared near Ratnapura. Traffic moving slowly.,Utility
The government has allocated relief funds for the Kegalle district.,Other
Just arrived at the shelter in Nuwara Eliya. It's crowded but safe.,Other
River overflow in Badulla. Level 6.4m. Critical warning issued.,Utility
Donation drive happening at the town hall in Kolonnawa tomorrow.,Other
Road block at the entrance to the highway in Ratnapura. Avoid the area.,Utility
Donation drive happening at the town hall in Badulla tomorrow.,Other
Gampaha hospital is requesting drinking water and food for patients.,Supply
I lost my ID card in the flood in Badulla. What should I do?,Other
SOS: 5 people stranded on a rock in Nilwala River. Water rising rapidly.,Rescue
Boat capsized in Kandy. 5 people in the water. Need help!,Rescue
Donation drive happening at the town hall in Matara tomorrow.,Other
Gampaha hospital is requesting urgent medicine for 9 patients.,Medical
I lost my ID card in the flood in Badulla. What should I do?,Other
SOS: 18 people stranded on a rock in Mahaweli River. Water rising rapidly.,Rescue
Gampaha hospital is requesting drinking water and food for patients.,Supply
Electricity restored in some parts of Ja-Ela. Infrastructure stable.,Utility
SOS: 4 people trapped on a roof in Kandy. Water rising fast.,Rescue
We need blankets and clothes for the children at the Kolonnawa school.,Supply
My brother has a high fever and we are cut off by floods in Badulla.,Medical
Electricity restored in some parts of Colombo. Infrastructure stable.,Utility
Warning: Dengue risk is high in Wattala due to stagnant water.,Medical
URGENT: Landslide in Gampaha. 8 houses buried. Need rescue team immediately.,Rescue
SOS: 3 people trapped on a roof in Matara. Water rising fast.,Rescue
Does anyone have extra dry rations for the camp in Nuwara Eliya?,Supply
SOS: 8 people stranded on a rock in Kalu Ganga. Water rising rapidly.,Rescue
We are trapped in the attic in Wattala. 19 kids. Water is entering.,Rescue
Need ambulance to Kandy for an elderly person with chest pain.,Medical
Please pray for Sri Lanka. Stay safe everyone.,Other
My dog is missing in Nuwara Eliya. Has anyone seen him?,Other
Just arrived at the shelter in Kolonnawa. It's crowded but safe.,Other
Need ambulance to Matara for an elderly person with chest pain.,Medical
We need milk powder and diapers for 6 babies at the Badulla camp.,Supply
The government has allocated relief funds for the Nuwara Eliya district.,Other
SOS: 2 people trapped on a roof in Kandy. Water rising fast.,Rescue
Boat capsized in Nuwara Eliya. 6 people in the water. Need help!,Rescue
Is the highway open? I need to get to the airport from Kelaniya.,Utility
Help! My grandfather is bedridden and the water is knee deep. Location: Kolonnawa.,Medical
Boat capsized in Ja-Ela. 6 people in the water. Need help!,Rescue
Help! My brother is bedridden and the water is knee deep. Location: Badulla.,Medical
Just arrived at the shelter in Badulla. It's crowded but safe.,Other
Update: Galle Road road cleared near Badulla. Traffic moving slowly.,Utility
Gampaha hospital is requesting drinking water and food for patients.,Supply
Requesting 500 liters of drinking water for the shelter in Matara.,Supply
Is the highway open? I need to get to the airport from Ja-Ela.,Utility
My neighbor has a high fever and we are cut off by floods in Colombo.,Medical
Gampaha hospital is requesting urgent medicine for 6 patients.,Medical
I lost my ID card in the flood in Kolonnawa. What should I do?,Other
Please pray for Sri Lanka. Stay safe everyone.,Other
My uncle has a high fever and we are cut off by floods in Kolonnawa.,Medical
Rescue needed: Pregnant woman in labor at Ja-Ela. Cannot reach hospital.,Medical
Gampaha hospital is requesting drinking water and food for patients.,Supply
Rescue needed: Pregnant woman in labor at Kelaniya. Cannot reach hospital.,Medical
My dog is missing in Nuwara Eliya. Has anyone seen him?,Other
Need ambulance to Matara for an elderly person with chest pain.,Medical
Requesting 500 liters of drinking water for the shelter in Badulla.,Supply
URGENT: Landslide in Nuwara Eliya. 8 houses buried. Need rescue team immediately.,Rescue
Just saw on news that Kandy town is flooded. Hope everyone is safe.,Other
I lost my ID card in the flood in Colombo. What should I do?,Other
Requesting 500 liters of drinking water for the shelter in Wattala.,Supply
Donation drive happening at the town hall in Badulla tomorrow.,Other
We need blankets and clothes for the children at the Kegalle school.,Supply
I lost my ID card in the flood in Wattala. What should I do?,Other
Road block at the entrance to the highway in Wattala. Avoid the area.,Utility
Donation drive happening at the town hall in Kolonnawa tomorrow.,Other
Road block at the entrance to the highway in Colombo. Avoid the area.,Utility
The government has allocated relief funds for the Nuwara Eliya district.,Other
Emergency: Tree fell on a house in Wattala. 6 injured.,Medical
SOS: 11 people trapped on a roof in Ja-Ela. Water rising fast.,Rescue
We are trapped in the attic in Badulla. 10 kids. Water is entering.,Rescue
River overflow in Matara. Level 5.0m. Critical warning issued.,Utility
Donation needed: 8 packets of rice and curry for lunch in Ja-Ela.,Supply
We need blankets and clothes for the children at the Matara school.,Supply
Warning: Dengue risk is high in Ja-Ela due to stagnant water.,Medical
Kalutara bridge is at risk of collapse. Police have closed it.,Utility
Does anyone have extra dry rations for the camp in Colombo?,Supply
We need blankets and clothes for the children at the Wattala school.,Supply
Donation drive happening at the town hall in Nuwara Eliya tomorrow.,Other
